"source","Adm0","month","passenger_volume","airport"
"Colombia","Colombia","Oct_2021",211,"Other"
"Argentina","Argentina","Nov_2021",0,"Other"
"Argentina","Argentina","Nov_2021",0,"Other"
"Colombia","Colombia","Nov_2021",0,"Other"
"Peru","Peru","Nov_2021",0,"Other"
"Paraguay","Paraguay","Nov_2021",0,"Other"
"Colombia","Colombia","Nov_2021",34,"Other"
"Venezuela","Venezuela","Nov_2021",65,"Other"
"Bolivia","Bolivia","Nov_2021",0,"Other"
"Haiti","Haiti","Nov_2021",0,"Other"
"Bolivia","Bolivia","Nov_2021",316,"Other"
"Paraguay","Paraguay","Nov_2021",0,"Other"
"Argentina","Argentina","Nov_2021",0,"Other"
"Uruguay","Uruguay","Nov_2021",0,"Other"
"Haiti","Haiti","Nov_2021",0,"Other"
"Colombia","Colombia","Nov_2021",0,"Other"
"Colombia","Colombia","Nov_2021",555,"Other"
"Argentina","Argentina","Dec_2021",12,"Other"
"Argentina","Argentina","Dec_2021",2,"Other"
"Colombia","Colombia","Dec_2021",0,"Other"
"Peru","Peru","Dec_2021",0,"Other"
"Paraguay","Paraguay","Dec_2021",0,"Other"
"Colombia","Colombia","Dec_2021",0,"Other"
"Venezuela","Venezuela","Dec_2021",0,"Other"
"Bolivia","Bolivia","Dec_2021",0,"Other"
"Haiti","Haiti","Dec_2021",0,"Other"
"Bolivia","Bolivia","Dec_2021",503,"Other"
"Paraguay","Paraguay","Dec_2021",0,"Other"
"Argentina","Argentina","Dec_2021",0,"Other"
"Uruguay","Uruguay","Dec_2021",0,"Other"
"Haiti","Haiti","Dec_2021",0,"Other"
"Colombia","Colombia","Dec_2021",0,"Other"
"Colombia","Colombia","Dec_2021",1582,"Other"
