taxa	date
EPI_ISL_4636000	2021-08-24
EPI_ISL_4636006	2021-08-26
EPI_ISL_4636008	2021-08-27
EPI_ISL_4636020	2021-08-28
EPI_ISL_4636120	2021-09-04
EPI_ISL_4636461	2021-09-11
EPI_ISL_4636464	2021-09-11
EPI_ISL_4636493	2021-09-10
EPI_ISL_4636498	2021-09-12
EPI_ISL_4636499	2021-09-09
EPI_ISL_4636500	2021-09-08
EPI_ISL_4636538	2021-09-08
EPI_ISL_4636544	2021-09-02
EPI_ISL_4636558	2021-09-02
EPI_ISL_4635802	2021-08-23
EPI_ISL_4636030	2021-08-30
EPI_ISL_4636492	2021-09-07
EPI_ISL_4636564	2021-09-03
EPI_ISL_4636002	2021-08-24
EPI_ISL_4636031	2021-08-30
EPI_ISL_4636017	2021-08-27
EPI_ISL_4649136	2021-08-25
EPI_ISL_4649312	2021-08-25
EPI_ISL_4652660	2021-08-29
EPI_ISL_4652663	2021-08-28
EPI_ISL_4652912	2021-09-06
EPI_ISL_4652913	2021-09-06
EPI_ISL_4652761	2021-08-27
EPI_ISL_4652809	2021-08-26
EPI_ISL_4652670	2021-08-28
EPI_ISL_4652693	2021-08-28
EPI_ISL_4652783	2021-08-28
EPI_ISL_4652792	2021-08-27
EPI_ISL_4652906	2021-09-06
EPI_ISL_4652923	2021-09-06
EPI_ISL_4652924	2021-09-06
EPI_ISL_4654308	2021-09-13
EPI_ISL_4654077	2021-09-13
EPI_ISL_4655230	2021-09-07
EPI_ISL_4655566	2021-09-13
EPI_ISL_4655098	2021-09-09
EPI_ISL_4655112	2021-09-08
EPI_ISL_4655113	2021-09-09
EPI_ISL_4655200	2021-09-07
EPI_ISL_4655221	2021-09-09
EPI_ISL_4655486	2021-09-12
EPI_ISL_4655498	2021-09-11
EPI_ISL_4655557	2021-09-12
EPI_ISL_4655558	2021-09-06
EPI_ISL_4655601	2021-09-12
EPI_ISL_4655970	2021-09-13
EPI_ISL_4655092	2021-09-07
EPI_ISL_4655099	2021-09-07
EPI_ISL_4655575	2021-09-06
EPI_ISL_4655585	2021-09-10
EPI_ISL_4655586	2021-09-10
EPI_ISL_4656289	2021-09-19
EPI_ISL_4658045	2021-09-06
EPI_ISL_4658491	2021-09-13
EPI_ISL_4658060	2021-09-06
EPI_ISL_4658469	2021-09-13
EPI_ISL_4658481	2021-09-18
EPI_ISL_4658492	2021-09-16
EPI_ISL_4658510	2021-09-11
EPI_ISL_4658511	2021-09-16
EPI_ISL_4658519	2021-09-16
EPI_ISL_4658477	2021-09-14
EPI_ISL_4659677	2021-09-09
EPI_ISL_4659687	2021-09-07
EPI_ISL_4659708	2021-09-07
EPI_ISL_4659820	2021-09-06
EPI_ISL_4704405	2021-09-14
EPI_ISL_4704544	2021-09-14
